0.979434, 0.743811
0.903366, 0.983596
0.510686, 0.971466
0.944318, 0.450918
0.920914, 0.684757
0.958637, 0.91893
0.764871, 0.699075
0.943051, 0.916273
0.909643, 0.873979
0.838134, 0.724252
0.908485, 0.622095
0.836828, 0.818128
0.427328, 0.934495
0.658747, 0.761778
0.883037, 0.625665
0.984845, 0.338243
0.783282, 0.774386
0.865535, 0.721006
0.986467, 0.707909
0.625964, 0.836104
0.782262, 0.719462
0.552316, 0.919591
0.685986, 0.809785
0.801897, 0.677812
0.655368, 0.857555
0.667341, 0.879009
0.828957, 0.675654
0.868924, 0.547397
0.738959, 0.932485
0.551443, 0.93342
0.939129, 0.799646
0.814139, 0.594497
0.657201, 0.9953
0.874309, 0.589157
0.775421, 0.79491
0.79549, 0.865085
0.873021, 0.664414
0.477361, 0.995165
0.630243, 0.923513
0.952662, 0.948911
0.899086, 0.767014
0.94982, 0.466169
0.884318, 0.967277
0.780224, 0.766448
0.761612, 0.963505
0.65388, 0.916523
0.887197, 0.933273
0.639009, 0.965682
0.899431, 0.747638
0.865679, 0.623194
0.718666, 0.92454
0.813904, 0.753383
0.356383, 0.99797
0.889343, 0.646712
0.766701, 0.80333
0.889553, 0.945502
0.815549, 0.926068
0.852411, 0.600763
0.889813, 0.611411
0.958957, 0.736747
0.743727, 0.922572
0.981109, 0.845273
0.785932, 0.684677
0.910227, 0.867197
0.822426, 0.577678
0.747277, 0.934181
0.849272, 0.831462
0.844281, 0.735311
0.657643, 0.947001
0.778463, 0.936349
0.832555, 0.812997
0.763764, 0.774432
0.805789, 0.749719
0.881232, 0.67485
0.959716, 0.775058
0.207257, 0.994196
0.892324, 0.711906
0.879013, 0.986644
0.683098, 0.786187
0.600405, 0.967694
0.745008, 0.970042
0.897883, 0.899521
0.601827, 0.835533
0.803227, 0.67256
0.900896, 0.875604
0.820926, 0.968395
0.957709, 0.62406
0.698096, 0.889511
0.675694, 0.870053
0.856826, 0.909512
0.386669, 0.956111
0.917395, 0.62788
0.520118, 0.895354
0.897055, 0.844113
0.941243, 0.880725
0.875932, 0.514849
0.971818, 0.65376
0.644512, 0.98498
0.864194, 0.533712
0.950885, 0.323755
0.924104, 0.427295
0.775899, 0.925511
0.939649, 0.788265
0.72154, 0.726846
0.784489, 0.859441
0.932716, 0.981453
0.663252, 0.864873
0.327626, 0.985946
0.769074, 0.989541
0.730677, 0.827615
0.379874, 0.938963
0.888348, 0.907046
0.96921, 0.296372
0.928, 0.459365
0.691745, 0.768804
0.989483, 0.533253
0.774659, 0.792311
0.563161, 0.948708
0.860587, 0.804641
0.792566, 0.861759
0.532218, 0.993528
0.973147, 0.519048
0.99311, 0.473841
0.999241, 0.756143
0.726144, 0.746635
0.547613, 0.946811
0.793753, 0.690502
0.785346, 0.676628
0.819374, 0.638687
0.251974, 0.970693
0.940837, 0.825895
0.845005, 0.625596
0.892318, 0.728903
0.580048, 0.843894
0.46272, 0.943863
0.931338, 0.900163
0.435216, 0.967868
0.926364, 0.844482
0.821129, 0.892815
0.427702, 0.984202
0.95207, 0.75959
0.954232, 0.333832
0.668469, 0.936754
0.829569, 0.91625
0.919482, 0.699344
0.859479, 0.848023
0.832225, 0.650421
0.984927, 0.29644
0.670024, 0.827056
0.976798, 0.455442
0.742623, 0.84613
0.997052, 0.748551
0.355508, 0.98198
0.428309, 0.904539
0.611093, 0.839868
0.640113, 0.927706
0.84104, 0.99562
0.909686, 0.886031
0.728638, 0.711434
0.927623, 0.846611
0.332182, 0.962637
0.884543, 0.794247
0.886736, 0.735307
0.742903, 0.727776
0.613807, 0.990165
0.796788, 0.703416
0.67771, 0.845527
0.823659, 0.89501
0.573077, 0.845633
0.906126, 0.843179
0.645507, 0.918992
0.762171, 0.690731
0.550494, 0.910726
0.943652, 0.772644
0.756264, 0.693311
0.776374, 0.833062
0.847523, 0.959096
0.712522, 0.941311
0.549261, 0.913355
0.988351, 0.514525
0.783031, 0.732138
0.672017, 0.888799
0.83011, 0.761029
0.094923, 0.998142
0.425894, 0.971047
0.894711, 0.726169
0.849856, 0.566728
0.951267, 0.445079
0.621694, 0.964248
0.935296, 0.426904
0.879885, 0.620058
0.488733, 0.993774
0.68018, 0.748768
0.989134, 0.528705
0.814794, 0.895125
0.980315, 0.572763
0.819788, 0.742802
0.626101, 0.803434
0.594888, 0.983497
0.989059, 0.341622
0.922658, 0.499278
0.770407, 0.920094
0.726575, 0.967568
0.905096, 0.51512
0.771578, 0.872841
0.840409, 0.802663
0.714233, 0.799678
0.815162, 0.656539
0.49643, 0.975215
0.164617, 0.987547
0.995737, 0.423962
